Episode,Reward
113,-272.6385001148293
114,-115.63889135341563
115,-143.5184562110291
116,-158.81468417002696
117,-289.5340551733227
118,-89.8565656091349
119,-137.05546728633277
120,-121.00833246298299
121,-126.22052656809801
122,-61.93853851057472
123,-92.65944739801459
124,-177.85705120236045
125,-140.7667813210404
126,-372.94734846287776
127,-113.08574329965072
128,-206.15048806238497
129,-54.33131634548029
130,-122.23335180817689
131,-96.3088561426331
132,-140.79709809133425
133,-95.36161133384233
134,-259.9837449632823
135,-311.75241364596314
136,-155.59535252078925
137,-211.15668681795972
138,-85.58310804715211
139,-208.00459674286114
140,-300.0679651092204
141,-157.23268353334285
142,-114.27575021364072
143,-96.76485492533547
144,-109.2112482558527
145,-142.5980783743645
146,-48.822499393203216
147,-84.8524352139338
148,-159.33081870090822
149,-151.77260621242357
150,-96.68604466558824
151,-146.82780973916692
152,-207.88854770866575
153,-140.43434701145256
154,-336.12775577356865
155,-212.61216576775678
156,-80.39284749112029
157,-270.7401576087059
158,-121.32802738665495
159,-156.21638391908715
160,-89.03754201361107
161,-245.91032673323315
162,-59.38777779401312
163,-85.64668890328414
164,51.6780267898867
165,-133.82016875909176
166,-115.45811744145121
167,-99.19170882579338
168,-271.31675367154355
169,-141.651278310983
170,-147.13100257871534
171,-131.77339992778212
172,-120.9999381059911
173,-124.41709187729111
174,-344.9363215096912
175,-121.64851702874313
176,-114.4252895378246
177,-285.577416558971
178,-115.68674354913806
179,-73.7031881810477
180,-344.87109667062407
181,-297.5952686359596
182,-126.66780579547665
183,-86.67891255697174
184,-76.39838390743458
185,-371.1332269527678
186,-102.3401570548519
187,-315.5168324773075
188,-62.19904007033202
189,-71.81019300827577
190,-123.89484585698091
191,-113.29647355150293
192,-76.11897618291131
193,-256.19028548622657
194,-129.00703494895006
195,-117.16629924334163
196,-80.46108745071183
197,-408.741094779175
198,-71.29401638681047
199,-103.12676352814626
200,-122.08103360130369
201,-125.72222663433044
202,-336.9487874772339
203,-103.6496665565229
204,-138.76441253774618
205,-332.1215665838668
206,-74.6289556767633
207,2.29564094139684
208,-92.1860210227083
209,-96.36875684344957
210,-105.09408585623856
211,-175.2978727140441
212,-229.79294061074953
213,-210.27259272023764
214,-50.708616632544555
215,-94.10466158767498
216,-96.09513933753726
217,-229.91971470555214
218,-129.0023948141785
219,-131.19010863820696
220,-124.67113979560231
221,-228.29408465500086
222,-307.2112527495708
223,-162.3892388015545
224,-110.60655274125915
225,-136.7549353926013
226,-142.23046232583383
227,-289.4383935252548
228,-84.95750519063
229,-123.26778992812731
230,-201.8505858078954
231,-100.63065694198245
232,-284.79413453178245
233,-288.88703222659365
234,-203.1675527032196
235,-83.00694626209653
236,-265.44238138316086
237,-124.45338256776242
238,-124.101653791372
239,-75.48605471796643
240,-96.73207237572163
241,-72.06056716410524
242,-332.4754321822377
243,-130.30988483275073
244,-176.78031414100371
245,-105.8725810307778
246,-189.59425081394485
247,-211.08096570078402
248,-75.71361836996712
249,-99.49369869166301
250,-188.26729200444072
251,14.430417976446634
252,-62.73840895756861
253,-72.19867460859052
254,-225.68481362547453
255,-78.64779931321122
256,-98.14012097569697
257,-212.0197094345233
258,-140.81608050707297
259,-95.64030087801306
260,-64.47669717711337
261,-336.36262966528886
262,-247.30522070558504
263,-231.29695787103458
264,-26.7507378513142
265,-126.22932817859416
266,-231.84116325028825
267,-86.17623141031638
268,-304.8611169722377
269,-380.4723307275382
270,-121.23046694100809
271,-364.0974917040247
272,-350.2048242064156
273,-352.7369559656021
274,-366.3192083861047
275,-205.89111364291068
276,-117.44245173466761
277,-266.75120611300025
278,-62.41487135912067
279,-192.65875841681907
280,-108.27326191122692
281,-312.0315987008952
282,-99.22666341646371
283,-83.63192022668437
284,-81.86167709908997
285,-69.45663727402712
286,-322.9029871552374
287,-140.2392010049767
288,-161.78006083493068
289,-353.330660892108
290,22.753148089755925
291,-322.7942629092049
292,-52.28089911807071
293,-75.46289666192801
294,2.403054964887815
295,-166.9092034010003
296,-150.2977115986356
297,-65.41263507278197
298,-294.08245023987
299,-175.7481450274202
300,-92.82064627048308
301,-108.67224600052002
302,-149.609289081253
303,-215.30141156892066
304,-129.5884954144866
305,-83.58037569826982
306,-135.52586008263546
307,-177.9034890813229
308,-56.629893754712946
309,-160.67260928189086
310,-256.54548333116605
311,-48.32463212043688
312,-114.69584451274655
313,-89.59535177643018
314,-280.0063846341769
315,-101.1863734161947
316,-407.0440618519511
317,-197.74780062251227
318,-195.54637240544088
319,-79.0193014605087
320,-96.30950108830858
321,-129.20531191095387
322,-99.91187892312944
323,-115.57748659858338
324,-171.76961309928447
325,-386.4948418462666
326,-89.7719220482454
327,-113.3806988452906
328,-118.98016088589787
329,-86.60973222046748
330,-122.93387583749059
331,-125.88801955339838
332,-148.1120412878433
333,-110.20845027167438
334,-92.60044494406846
335,-52.74452360995963
336,-146.46787648812062
337,-140.7165403010978
338,-162.01151695245082
339,-83.51399445987818
340,-139.51024391691098
341,-44.11675719580016
342,-161.44648519891246
343,-95.48069068991335
344,-364.22216366415597
345,-345.6479474795263
346,-79.6748271529726
347,-116.03786074548137
348,-152.5318253914965
349,-87.82462147959271
350,-155.87429055520377
351,-86.49606978194045
352,-52.83089596059925
353,-13.23785361206886
354,-179.6420129083815
355,-112.97111442962425
356,-293.25330683193
357,-108.18204099633543
358,-118.67024346765957
359,-54.639461611409615
360,-107.63873750644365
361,-90.43918466280398
362,-190.96585416226804
363,-100.29649703064484
364,-82.85394345297854
365,-190.70009589662385
366,-98.66548657252947
367,-201.89272022817957
368,-85.42976077387286
369,-117.82908029696603
370,-214.8874649237746
371,-88.53751006781658
372,-130.3101886926455
373,-341.1556958576384
374,-179.87512219508812
375,-111.70890253304572
376,-158.15055471773886
377,-169.68709437566866
378,-272.2133859278031
379,22.529084783839323
380,-192.1680738087318
381,-115.69466873438293
382,-145.132693412036
383,-323.87620091726035
384,-115.09552824841718
385,-141.5633377758886
386,-224.85011899995186
387,-96.00876670238348
388,-78.9504554939566
389,-135.29285541704547
390,-251.49406151746365
391,-117.77471845950139
392,-113.33875361078907
393,-71.42809045114983
394,15.32395801963267
395,-6.255318015393229
396,-217.65445283188686
397,10.278483333322072
398,-77.49245789128841
399,-112.26077299925407
400,-47.65094844182967
401,-129.32235810962263
402,-164.12474046606013
403,-72.35439486110671
404,-48.97899835674859
405,-30.958177206224804
406,-72.09808557801688
407,-99.57265570631948
408,-361.0657908391173
409,-183.95529893581113
410,-28.286064794451036
411,-64.4549503081511
412,-252.92941661306128
413,-125.04666642456911
414,-282.7880934659652
415,-151.402779614338
416,-107.89268324688311
417,-110.80613062460208
418,-35.80996165648244
419,-162.07033530380136
420,-138.85727550899657
421,-87.01729211035911
422,-137.51029855190973
423,-184.035935380598
424,-124.09999395082883
425,5.554951857843108
426,-167.1164820584879
427,-111.27712362982882
428,-166.63831817396647
429,-162.81567441085156
430,-400.53828002186543
431,-146.1339243126234
432,-104.19919362383717
433,-136.72590528644437
434,-165.78143798725256
435,-110.89923623413048
436,-339.91618239850413
437,-351.5715164973552
438,-56.40779163385203
439,-136.36796886526315
440,-196.04373705048647
441,-60.44744339720643
442,-157.80530758484554
443,-172.47957358621656
444,-80.84453717845534
445,-177.31324176071212
446,-293.81142522896545
447,-106.3481141210959
448,-121.77811092881956
449,-284.776244265606
450,-282.4997206256117
451,-89.66961464957993
452,-120.00830179872915
453,-220.7520753812016
454,-223.87296901730403
455,-210.6074931184396
456,-159.11593253984393
457,-120.66044783277948
458,-186.13513382914562
459,-104.08746733906537
460,-67.28356886295754
461,-162.6871076346883
462,-104.09180994559284
463,-239.99167881310373
464,-252.30676362718867
465,-132.50229567204505
466,-62.83883258706268
467,-227.05821139367725
468,-75.19728658424793
469,-108.59136406404545
470,-108.20704606872411
471,-102.7643761298765
472,-48.010991473003585
473,-206.70689983850258
474,-174.79328639069627
475,-105.85143270985884
476,-305.59951742077806
477,-109.37310056231793
478,-155.46371871136625
479,-113.46198651803275
480,-40.06108986118171
481,-402.37219530372374
482,-355.78471610874186
483,-264.15853379005614
484,-122.90839523638635
485,-412.2978518559443
486,-98.1897847150726
487,-376.12966381569225
488,-146.286272457207
489,-153.18248146307803
490,-131.7302187489092
491,-142.8007223646053
492,-136.83516931831088
493,-91.38717181924409
494,-102.20184491826892
495,-148.10325126536927
496,-80.83288692186207
497,-315.10415161757277
498,-411.81046398240966
499,-70.37546782495086
500,-99.65946649840564
501,-98.8469112323278
502,-137.29963852007828
503,-25.369356440373423
504,-124.13304074924139
505,-153.93360573348912
506,-72.07879001688215
507,-182.27390227036872
508,0.35623459201991636
509,-272.3676860026933
510,-96.87399914199237
511,-134.96660661245238
512,-340.7544685703044
513,-87.18696986208549
514,-350.5866128883965
515,-196.54247234744486
516,-73.7660794712273
517,-79.28148637421772
518,-62.38163176915572
519,-84.21678654550134
520,-150.13533485169447
521,-196.45655253829142
522,-134.8401597441422
523,-114.6873245534679
524,2.575853823837562
525,-305.0668418697754
526,-289.7190632445159
527,-105.2494880373498
528,-110.65913370754559
529,-407.8273656501235
530,-137.8671917494101
531,-106.0683629664703
532,-77.76190444440249
533,-136.0621206494617
534,-157.08801691314181
535,-162.8471127290985
536,-316.22387593641974
537,-92.03199298470457
538,-10.991073605829527
539,-103.30458000806969
540,-70.8414718924152
541,-102.58969459004872
542,-89.50340613245666
543,-342.53821807383184
544,-125.98084391659155
545,-193.53892668327302
546,4.553990412934695
547,-78.96182869619878
548,-65.0895961977684
549,-100.78427124718344
550,-183.00893689632818
551,-106.5676759329086
552,-117.11643706190051
553,-283.1303629856364
554,-69.36352886517643
555,-99.67869929029428
556,-256.75403413104505
557,-96.52822938629714
558,-222.51174749693
559,-307.2202731030753
560,-55.7647749903108
561,-100.34130059310618
562,-165.14322254859945
563,-285.67923383456025
564,-126.75519888906194
565,-110.71355229564624
566,19.116917325662342
567,-193.14441870100518
568,-195.97250952010126
569,-114.72235835334597
570,-398.0080751219592
571,-269.09923946945503
572,-31.64764210415173
573,-68.50573857284999
574,-139.40054918865025
575,-387.71139563993853
576,-139.83996175367514
577,-196.24133571372874
578,-347.566169513246
579,-232.1410426700776
580,-266.9386724050867
581,-102.89593155110269
582,-124.7711535200616
583,-205.33282338090044
584,-153.61039415038437
585,-185.24450759530907
586,-104.2290945785532
587,-189.9102094249961
588,-179.83158352755993
589,-88.31033631269534
590,-306.3745770055499
591,25.813957063104667
592,-59.32692678059319
593,-325.84386619353364
594,-113.51293618303549
595,-83.50198913290936
596,-128.51630132219387
597,-61.533145353402205
598,-88.87238770284931
599,-184.0757930805193
600,-63.06834604440883
601,-149.6975246698079
602,-69.20953174536285
603,-25.009366762450668
604,-25.958771409359116
605,-132.41125835101306
606,-223.68622139034363
607,-164.54938612358677
608,-143.48344071689326
609,-120.08370011801895
610,-77.201483493855
611,-129.34499435462203
612,-121.4150388726851
613,-108.09853023800393
614,-121.10996505190771
615,-98.32743085077442
616,-106.27245193513696
617,-66.1738109688786
618,-97.86146375990964
619,-89.07975460009409
620,-81.90489663461429
621,-183.80279108362316
622,-52.005817786478985
623,-91.04286045542456
624,-72.72249041910838
625,-121.10499300574156
626,-110.61157741488594
627,-199.63793531402257
628,-109.36401299375494
629,-153.6052189660511
630,-94.62777004363124
631,-42.21565350780024
632,-99.67528026747117
633,-55.846742911791864
634,-139.5830207192302
635,-100.05197457487421
636,-118.81934312536373
637,-110.26983513695473
638,-130.2596901832034
639,-97.56084704572639
640,-75.13641820274103
641,-122.67277355115964
642,-97.3503597621014
643,-385.8872087516542
644,-229.85379798284268
645,-292.67630300824646
646,-147.45205317877296
647,-62.91747220020699
648,-74.12823368950775
649,-102.74470218035762
650,-149.61015889041377
651,-133.93646895964133
652,-163.17378317969735
653,-110.5404655113093
654,-131.08846516449796
655,-115.45260817331415
656,-45.529765831430694
657,-147.53681388027968
658,-171.26634521285303
659,-147.05493456810274
660,-370.2872721048295
661,-81.78492320610876
662,-56.23668120126166
663,-149.2198698409416
664,-133.9648515436533
665,-9.084203276893561
666,-68.54042148654997
667,-114.7668781895565
668,-149.91825742792383
669,-36.751630257580075
670,-113.9864832649301
671,-149.39203958035483
672,-87.8091280188845
673,-292.630219585741
674,-59.56861205951762
675,-190.9807198598719
676,-345.89128054398475
677,-311.70530157611887
678,-258.368720342812
679,-72.90768661231446
680,-172.07856620913202
681,-121.48502770288351
682,-275.0765094875222
683,-112.49661451193552
684,-97.53845861172486
685,-84.10920683108309
686,22.928379676052387
687,-53.723186038363174
688,-305.9664587809709
689,-288.25260747403956
690,-44.049830865929486
691,-212.41063757573772
692,-291.8424797073815
693,-70.3180661379173
694,-223.7591006357615
695,-407.0977461662883
696,-204.33445414413376
697,-51.71641881333435
698,-119.25999965014563
699,-68.3303009959574
700,-156.28307550555115
701,-99.81989767095348
702,-87.6304189897945
703,-70.93278409982784
704,-86.06523066430958
705,-3.5172212169663055
706,-147.1745611918908
707,-20.159742506746085
708,-57.65508752093007
709,-65.1144826203853
710,-192.78509831600104
711,-70.55140527817824
712,-80.42605854859326
713,-125.06366648256477
714,-151.671550671886
715,-104.9684920360318
716,-130.08830087502304
717,-53.56263834647936
718,-55.545285690733664
719,-275.08581176970165
720,-73.74371977323811
721,-100.46301699871643
722,-159.8741314701341
723,-384.1724448055653
724,-200.83037248295398
725,-79.53273825587728
726,-84.32978040737052
727,-51.936190180241354
728,-58.130593509556284
729,-192.93669642954075
730,-248.03884596698163
731,-208.6495995970576
732,-51.85184796800843
733,-90.44498615786415
734,-108.52060993857225
735,-96.62332329939275
736,-81.75794109422269
737,-142.2222626137572
738,-82.87308542444087
739,-69.7142746101286
740,-100.46833512640956
741,-96.57042353025913
742,-71.59155508235537
743,-135.08947184758966
744,-338.800285039449
745,-351.2451530211159
746,-254.70133196523625
747,-102.64716202301383
748,-145.74060534867348
749,-9.79617659384742
750,-80.06710532466018
751,-66.30282780728514
752,-180.0358647591039
753,-110.65806681320878
754,-134.83657599017278
755,-62.956276324026135
756,-54.19770120678748
757,-103.74275065635851
758,-0.3216529254870011
759,-133.2666112832013
760,-80.20970065385691
761,-177.44917040900742
762,-100.82353723204962
763,-358.6722670373757
764,-153.51331636255594
765,-90.57056743865785
766,-67.79354642703734
767,-416.30285915274584
768,-131.45184018784238
769,-120.52159799389013
770,-314.9865828056086
771,-137.47276519325175
772,-434.612809263061
773,-93.00976477987022
774,-314.1996847227408
775,-205.0954256727282
776,-38.437960973305096
777,-280.9268827093391
778,-89.7051174002112
779,-45.649332757820126
780,-82.77759032488274
781,-92.84566185578794
782,-355.16814980595825
783,-92.15442521573524
784,-247.45449543690646
785,-141.66420740626666
786,-25.870381030929295
787,-119.34234477175683
788,-85.92703656935802
789,-112.50369267076503
790,-116.8460118676875
791,-131.83970671640517
792,-76.18246142582224
793,-82.10921246802432
794,-125.07147085445014
795,-104.43569702250373
796,-348.9059344583021
797,-59.75363681555186
798,-58.254735795952946
799,-145.15483473299173
800,-327.3300351079637
801,-204.45238676823772
802,-97.0909246846528
803,-138.13772628958824
804,-157.65183623921743
805,-176.48802436142893
806,-99.76868179388222
807,-88.94692614506671
808,-236.74298720909965
809,-273.632440099746
810,-108.21574143410625
811,-96.98093483997944
812,-76.51912206459983
813,-145.1948046748393
814,-103.2176203331955
815,-91.69054145793763
816,-171.52560470244163
817,14.43861192806905
818,-328.5673186895466
819,-175.65669707858507
820,-193.67508574937315
821,-175.74446828937823
822,-181.11968903288113
823,-403.7889302244616
824,-262.936815152258
825,-62.446802949684
826,-75.06712783339918
827,-47.94860558940617
828,-439.08481339029197
829,-144.61750675099898
830,-385.62282625197474
831,-148.9326943401595
832,-262.2001474819381
833,-80.54884286466283
834,-243.36409386502555
835,-77.96377776764972
836,-110.9726665677181
837,-116.46471144866469
838,-217.59322981920292
839,-64.72088883471976
840,-98.11675242092487
841,-140.74612268261853
842,-113.39401992548689
843,-101.43765238120973
844,-47.598222559266524
845,-126.64629257172922
846,-138.43104688577085
847,-200.04130235448605
848,-107.34680880030874
849,-142.8893030376462
850,-76.7039177322162
851,-408.1152594626247
852,-122.79195962945654
853,-105.98857264039577
854,-155.38050167857585
855,-266.380849450093
856,-97.54975144832186
857,-235.27315017988104
858,-148.97897939867252
859,-470.7018190314833
860,-216.93477943518553
861,-135.99599748748608
862,-318.59084745382916
863,-149.00065968032126
864,-214.36227246903695
865,-57.13272856168369
866,-246.20346495182133
867,-59.35523030351994
868,-14.50827886938636
869,-87.68533494492378
870,-113.31171557366305
871,-312.97916739713014
872,-126.28583741415771
873,-87.1716887192666
874,-102.08188436568696
875,-122.70679410031573
876,-322.1056250582219
877,-62.08796055149256
878,-273.609221920205
879,-110.15870834314119
880,-101.92258665628583
881,-132.52790044849772
882,-30.415793479248492
883,-47.47501359399779
884,-91.81671751673001
885,-69.63522805864545
886,-119.76912100177768
887,13.401483158538511
888,-60.62108405919664
889,-267.99211931030993
890,-84.5923384439187
891,-183.575178292378
892,-200.81228796746421
893,-149.1404467752394
894,-190.56935127844173
895,-136.30945974906427
896,-68.46697754548504
897,-140.98965138463114
898,-121.7475119133186
899,-273.27265018980853
900,-360.7969587205946
901,-110.63962810667903
902,-168.0512022400624
903,-210.64287639727849
904,-47.060755818661306
905,-476.95988428809267
906,-122.80285486709288
907,-104.28430930000623
908,-202.88002020388677
909,-114.06602155940324
910,-58.406066132074486
911,-336.140900577563
912,-83.04910113107721
913,-153.90700929716277
914,-122.65969925282631
915,-80.90813617679245
916,-338.67824132348403
917,-83.3360245696656
918,-71.15236280696847
919,-115.91724779082837
920,-274.78888498146034
921,-44.186654672502556
922,-68.58732144307744
923,-322.3441605501825
924,-175.94170701554754
925,-69.522126824623
926,-85.18360943552983
927,-212.0567636790337
928,-112.43433765870549
929,-154.7910440313303
930,-338.69790747993954
931,-83.40951805117308
932,-86.20512627881698
933,-99.599889422963
934,-85.96361823559712
935,-97.20917977728956
936,-85.89959332466947
937,-128.63491733246124
938,-63.460046409836124
939,-66.6714047162401
940,-189.54349920485163
941,-63.175320595895855
942,-18.261319273844748
943,-87.7886505025397
944,-103.25405048197067
945,-95.83462910161037
946,-140.94757041861618
947,-86.0649421437983
948,-303.31248702691556
949,-109.72467225253104
950,-277.403011156149
951,-108.40143845158404
952,-103.21350532883028
953,-134.65812023643295
954,-290.5569275751197
955,-76.53331316601034
956,-27.624571475997527
957,14.489608833840549
958,-242.9979106920186
959,-154.6345441046492
960,-15.842359020969894
961,-231.04184152325695
962,-154.9908860087604
963,-389.9023755623017
964,-94.41895740280135
965,-381.7941238887059
966,-98.8571036199739
967,-87.33288892487933
968,-1.4452089403376789
969,-371.53700607782434
970,-189.71544172727488
971,-42.27395167068365
972,-250.4977935950073
973,-443.2445779775879
974,-189.09549066815714
975,-90.383760825831
976,-102.08962372676191
977,-178.90383672689563
978,-72.21041013973834
979,-125.34533286096081
980,-108.10519926962257
981,-168.00855912057528
982,-133.5180175175437
983,-79.13840941942951
984,-129.47254686249306
985,-109.85014526941859
986,4.601352625311534
987,-43.31361329918578
988,-129.29360085840827
989,-57.10162613351224
990,-129.0365776425622
991,-179.6357645047473
992,-137.37068606101346
993,-122.93555176773454
994,-103.13937174136855
995,-163.40589714862915
996,-126.97204738331592
997,-93.75113560993455
998,-200.70400425251725
999,-314.3054747300305
1000,-118.26561509094671
1001,-191.61276233111636
1002,-154.3830973332479
1003,-255.73930646583898
1004,-107.38687408349767
1005,-85.2468329157022
1006,-73.72725656495274
1007,-137.64820703536526
1008,-93.39644363274573
1009,-245.04792423987442
1010,-162.60765387415506
1011,-127.58175763991348
1012,-309.2455204957658
1013,-103.91408341361611
1014,-145.87115556842986
1015,-264.39884799454114
1016,-307.9366258990606
1017,-111.05590727231413
1018,-59.542053906327595
1019,-103.41056685406262
1020,-66.60516836098081
1021,-125.94905075450012
1022,-89.69005294792305
1023,-70.51792089444517
1024,-136.41835577748378
1025,-192.3577438493076
1026,-261.0205372291745
1027,-209.77941572843434
1028,-56.97328385083106
1029,-90.91525371545026
1030,-155.97412232387165
1031,-99.2154915928234
1032,-203.90794863045278
1033,-148.59622661142026
1034,-119.11310736956088
1035,-354.8788706794334
1036,-74.1770764583884
1037,-95.89593514267101
1038,-151.1484803264596
1039,-180.7542441659417
1040,-47.30876502966704
1041,-110.38037074444847
1042,-117.08158927434192
1043,-376.042124273983
1044,-155.14608160253727
1045,-57.6213074326988
1046,-86.18156372231786
1047,-116.98754603084208
1048,-297.10103925103556
1049,-65.52085538856082
1050,-82.91858422810085
1051,-106.56623457402917
1052,-66.62103331116006
1053,-126.08893087720962
1054,-37.57017987008379
1055,-81.14346340719626
1056,-210.2475407313516
1057,-137.3564996507759
1058,-122.80843077434128
1059,-270.5132970799684
1060,-52.92805644848458
1061,-81.76650485491201
1062,-113.15575447015084
1063,-140.1499338560405
1064,-320.4140723334805
1065,-150.59038466536106
1066,-99.35097994762002
1067,-432.9676082614959
1068,-98.79929521445746
1069,-102.19177757284254
1070,-64.55671933748515
1071,-60.096317536118804
1072,-35.9215417189513
1073,-129.6344032806719
1074,-109.99287397079439
1075,-160.56541406277097
1076,-312.01568373760796
1077,-82.34055634234875
1078,-259.7855000168503
1079,-80.00478586390491
1080,-87.23117523443327
1081,-196.1494467205124
1082,-372.96679627565436
1083,-170.07303917499218
1084,-56.12740380156039
1085,-438.29478343728385
1086,-73.47193866154694
1087,-66.23921423734774
1088,-75.02532186611661
1089,-66.80278701480168
1090,-165.80406070892153
1091,-102.0025479041709
1092,-4.699808234552023
1093,-418.71805893124724
1094,-299.93838878424026
1095,-152.6925500381012
1096,-105.17866983116114
1097,-97.96422811264355
1098,-226.10228571331572
1099,-115.43909907662317
1100,-93.87037415066605
1101,-48.29221818163131
1102,-69.9308807590432
1103,-296.37575990839514
1104,-128.85356465152847
1105,-186.36496964964238
1106,-111.9045696161232
1107,-48.250957356180464
1108,-175.80850750305058
1109,-133.96370642707907
1110,-102.66481989672404
1111,-54.2371499530432
1112,-159.7583939440684
1113,-316.44314654553557
1114,-89.90586311514238
1115,-108.79190474013845
1116,-361.9529926321368
1117,-289.4857210898141
1118,-83.91071801772853
1119,-356.28121147243075
1120,-179.7618606642215
1121,-59.16009544164217
1122,-173.4159304931358
1123,-103.57253065770374
1124,-62.5316724034782
1125,-158.05498912591707
1126,-110.84803168276648
1127,-144.2849971941887
1128,-332.45688313935295
1129,-70.29020000267683
1130,-224.16954169479072
1131,-57.41837531122147
1132,-249.82280625729882
1133,-221.77404982701665
1134,-162.9268058940142
1135,-303.7452361913874
1136,-111.63631850615147
1137,-483.81812847630584
1138,-91.56229609970498
1139,-84.76861153016243
1140,-64.50407181309478
1141,-127.5059435031754
1142,-97.21108933879265
1143,-338.117196208118
1144,-48.99944303132904
1145,-155.62903848662063
1146,-359.819437578242
1147,-128.91473037725984
1148,-120.58788385958167
1149,-106.59637035836988
1150,-60.726703142811665
1151,-214.02456736688745
1152,-87.67457701644227
1153,-494.3221601159445
1154,-20.15471951226904
1155,-90.21193690862196
1156,-180.5566988566537
1157,-93.94622275840658
1158,-24.154239086667246
1159,-107.56693421328255
1160,-102.3031927732612
1161,-127.49564380914539
1162,-120.77355129877154
1163,8.171303086673731
1164,-49.02880393105902
1165,-434.16367692200686
1166,-94.82920344193676
1167,-247.49903633292107
1168,-79.3927753045075
1169,-72.46570849175268
1170,-361.06394705900885
1171,-52.44314852148099
1172,-114.71417628941138
1173,-96.25394201240624
1174,-53.26782456278529
1175,-89.21282905706848
1176,-73.88587713990248
1177,-279.13765624521216
1178,-116.18242285980305
1179,-157.4953849761997
1180,-225.1086997773508
1181,-119.19447401655968
1182,-436.1713572219768
1183,-203.20857784117803
1184,-60.56826876552575
1185,-52.7590086753084
1186,-101.7807293179691
1187,-87.79593602554633
1188,-88.59743250068638
1189,-159.86716990189728
1190,-57.31580390235364
1191,-143.12881032768524
1192,-103.41103301617372
1193,-118.11818819695625
1194,-141.78548154577462
1195,-103.48233603530107
1196,-79.62263949879869
1197,-189.08025345341264
1198,-133.96660033347584
1199,-106.07174547236481
1200,-496.49355446205465
1201,-132.54241011847535
1202,-82.01079623751646
1203,-120.5132378160129
1204,-73.09583068177207
1205,-120.60383767223801
1206,-50.2156155129087
1207,-139.9999042949234
1208,-93.05653409552333
1209,-283.67910954655525
1210,-100.51969240536312
1211,-157.87668779138187
1212,-265.65628673300887
1213,-77.11056925419388
1214,-91.22438230925187
1215,-249.6943238604626
1216,-85.20200822560983
1217,-138.15723366796772
1218,-172.10034998673143
1219,-116.32719435766965
1220,-54.65361371940948
1221,-41.94903954925677
1222,-85.70323100240672
1223,-146.78824204521072
1224,-66.7602618982809
1225,-140.86955529285288
1226,-109.0977148684844
1227,-109.40392284278917
1228,-95.13013268968457
1229,-89.00034168484123
1230,-95.89752850004804
1231,-54.37468435520796
1232,-73.20787514818767
1233,-98.9390292667529
1234,-107.62090790285517
1235,-88.10646638955537
1236,-224.48695846019714
1237,-64.6454322178805
1238,-107.25333426550065
1239,-62.25835490438317
1240,-91.42434055826405
1241,-500.14307475486197
1242,-76.0834049262079
1243,-96.40551185472766
1244,-95.2211184419605
1245,-271.35713343355974
1246,-106.85308866401171
1247,-241.53324926514483
1248,-203.43480210483514
1249,-144.7087228859654
1250,-76.510851864069
1251,-417.6714842316875
1252,-25.494578275004542
1253,-276.7932467554653
