Episode,Reward
1254,-85.33689647857838
1255,-155.41852976119512
1256,-76.85865327657997
1257,-87.39961944098884
1258,-98.13798420768255
1259,-161.78389651645742
1260,-198.68827545449437
1261,-122.85900635337353
1262,-125.04196595136057
1263,-99.24174579291534
1264,-51.10441226041257
1265,-68.13153992477625
1266,-120.36019390755787
1267,-71.87464012655775
1268,-393.3446208642066
1269,-72.94973078943963
1270,-17.817577091159706
1271,-73.54885947209664
1272,-34.50394489009079
1273,-119.00752622022563
1274,-135.83277974812802
1275,-373.7769893767322
1276,-25.80619928955697
1277,-343.06566829274476
1278,-27.775687349994826
1279,-83.47751074129235
1280,-88.52050770412222
1281,-69.22764774137228
1282,-124.64226841389063
1283,-137.89662768346165
1284,-144.9095395206919
1285,-227.741504116035
1286,-53.62922877089794
1287,-61.627170722140875
1288,-102.7342536834259
1289,-132.05298858161552
1290,-66.93196475775633
1291,-427.8115624739802
1292,-54.12075467133615
1293,-97.46871335253257
1294,-132.1588656500825
1295,-117.47778086557649
1296,-143.79904434980728
1297,-392.04365093548074
1298,-123.863342260628
1299,-124.59689519836306
1300,-115.676210244111
1301,-61.83295112176049
1302,-124.14666305705225
1303,-273.74987180963745
1304,-57.40093004255374
1305,-67.04944914674056
1306,-107.90985735197818
1307,-117.0649858761542
1308,-57.5828279603641
1309,-95.25420478972326
1310,-77.70981121188714
1311,-54.62630324653877
1312,-113.7654950155913
1313,-130.14612102902106
1314,-203.33892766582952
1315,-147.77432003907126
1316,-445.0689268366284
1317,-234.736751447414
1318,-120.34725827702665
1319,-82.29049120242857
1320,-317.567426268687
1321,-214.74307546803146
1322,-82.1332076514218
1323,-140.8462225920507
1324,-101.59784654546716
1325,-92.07886141743896
1326,-87.8823469606003
1327,-200.27704924333764
1328,-79.16303719547665
1329,-81.38550289882883
1330,-148.13417589592484
1331,-72.65151531894081
1332,-69.28947950492537
1333,-269.52696939394383
1334,-222.6951331190263
1335,-387.2687384354842
1336,-85.91866493014955
1337,-120.00078572826514
1338,-74.04820903217231
1339,-248.94119786213534
1340,-140.4522375230619
1341,-200.2932935638159
1342,-160.16139438999326
1343,-180.72681208461597
1344,-5.524261911606288
1345,-62.64918849057654
1346,-136.4372874580186
1347,-58.240233659015644
1348,-431.8410667692565
1349,-25.886817408094657
1350,-135.94191032577413
1351,-256.6559838243267
1352,-216.98810844190564
1353,-57.10242109837607
1354,-139.09880008075396
1355,-70.5823054814997
1356,-268.9160155988667
1357,-29.069575075374203
1358,-100.17969111815334
1359,-194.65220516993176
1360,-347.29791966468184
1361,-26.823140733449648
1362,-149.81074798380192
1363,-174.9010811433298
1364,-234.322891618339
1365,-83.51552218082517
1366,-168.67659546885025
1367,-97.71362178706102
1368,-145.78170816285316
1369,-103.15849828488548
1370,-114.62775020401642
1371,-107.78098177755265
1372,-126.7095111568879
1373,-86.01257452086911
1374,-127.14075655254587
1375,-66.86963915757505
1376,-492.3739205550707
1377,-168.58514054793812
1378,-121.0948978706956
1379,-191.41778020643295
1380,-9.911281536398477
1381,-64.47812667949518
1382,-323.68956996544233
1383,-73.79380007854164
1384,-62.93405771120734
1385,-82.61428487416089
1386,-89.62263621396512
1387,-100.89011135656422
1388,-85.29869354666467
1389,-266.0154822057359
1390,-116.34925960006852
1391,-593.4155538777661
1392,-136.71332479711583
1393,-104.08164385286611
1394,-112.18669933097165
1395,-51.972881368780875
1396,-70.49994170186918
1397,-49.76628476666142
1398,-89.83036526200867
1399,-102.55436408508861
1400,-126.91988803795464
1401,-147.39214187467456
1402,-79.53163944435676
1403,-201.59466795040117
1404,-80.46119417441464
1405,-102.88375174510784
1406,-25.19253549329332
1407,-138.0046130552726
1408,-27.16236959935148
1409,-66.70337293594415
1410,-154.12388858966924
1411,-64.88706200572216
1412,-60.41485693151034
1413,-214.92838998167633
1414,-49.096126102890196
1415,-50.48273432798155
1416,-165.7401500923943
1417,-91.29618127261419
1418,-120.45476856306223
1419,-17.220778523770974
1420,-73.50604068083655
1421,-127.30224333758972
1422,-74.59918083210341
1423,-179.98972198046505
1424,-59.12586996339803
1425,-115.19377816763674
1426,-84.49984044690669
1427,-77.34950875616754
1428,-220.32797803431384
1429,-171.7081823092466
1430,-85.07550234806119
